Номер БС,Адрес,Операторы 800 МГц,Операторы 1800 МГц,Операторы 2600 МГц,Широта,Долгота
405086,"г. Гродно, ул. Л. Чайкиной, 35",,"M, V, L","M, V, L",53.664586111111,23.79345556
405099,"г. Гродно, ул. Герасимовича, 1",,"M, V, L","M, V",53.676108333333,23.81202222
405123,"г. Гродно, м-н Барановичи",,"M, V, L","M, V",53.6755,23.7285
405301,д. Жиличи,"M, V, L",,,53.628027777778,23.980611111111
405302,д. Рожанка,"M, V, L",,,53.536055555556,24.73325
405303,д. Лойки,"M, V, L",,,53.773722222222,23.74725
405306,д. Плебанишки,"M, V, L",,,53.859166666667,23.87025
405314,"г. Гродно, мк-н Вишневец",,"M, V, L","M, V, L",53.639472264846,23.85038874
405319,"г. Гродно, ул. Вербовая (мк-н Барановичи)",,"M, V, L",,53.669183333,23.761791667
405320,"г. Гродно, ул. Пушкина, 31а",,"M, V, L","M, V, L",53.696583333333,23.83430556
405321,"г. Гродно, Скидельское шоссе, 18",,"M, V, L","M, V",53.669805555556,23.91511111
405322,д. Каменка,"M, V, L",,,53.580388888889,23.79925
405328,"г. Гродно, ул. Пролетарская, 50",,"M, V, L","M, V, L",53.685611105944,23.853722389318
405329,"г. Гродно, ул. Лидская, 15",,"M, V, L","M, V, L",53.66925,23.85363889
405342,"г. Лида, ул. Кооперативная, 16",,"M, V, L","M, V, L",53.900027777778,25.25580556
405345,"Коптевский с/с, 9 ",,"M, V, L",,53.633055555556,23.87302778
405351,"г. Лида, м-н Индустриальный",,"M, V, L","M, V, L",53.936636111111,25.27023333
405353,"г. Слоним, ул. Каштановая",,"M, V, L","M, V",53.059417003,25.33077796
405379,аг. Переганцы,"V, L",,,54.110083333333,25.444333333333
405380,"г. Гродно, б-р Ленинского Комсомола, 13",,"M, V, L","M, V, L",53.699447216326,23.81386677
405392,аг. Гуды,"V, L",,,53.965083333333,25.244805555556
405438,"г. Гродно, ул. Кремко, 17",,"M, V, L","M, V, L",53.639963888889,23.86772222
405441,"г. Гродно, ул. Центральная, 10/1",,"M, V, L","M, V",53.626472222222,23.85563889
405442,"г. Гродно, ул. Александровича, 15",,"M, V, L","M, V",53.628605555556,23.84852222
405496,"г. Волковыск, ул. Калиновского, 6А",,"M, V, L","M, V",53.171438888889,24.43623889
405736,"г. Слоним, ул. Ф.Скорины, 103/7",,"M, V, L","M, V, L",53.0809,25.29572778
405800,д. Зачепичи,"V, L",,,53.489361111111,24.994722222222
405801,"г. Гродно, ул. Ленинского комсомола, 5",,"M, V, L","M, V, L",53.700802777778,23.81572778
405802,"г. Гродно, пр. Клецкова, 12а",,"M, V, L","M, V",53.649861004145,23.83847203
405804,"г. Гродно, ул. М. Горького, 121",,"M, V, L","M, V",53.71597701,23.8135849
405805,"г. Гродно, ул. Советских пограничников, 115",,"M, V, L","M, V, L",53.673577777778,23.79750833
405806,"г. Гродно, ул. Славинского, 13",,"M, V, L","M, V, L",53.647111067682,23.82549982
405807,"г. Гродно, бул. Ленинского Комсомола, 44",,"M, V, L","M, V, L",53.69661098316,23.80522217
405808,"г. Гродно, ул. Ольги Соломовой, 120а",,"M, V, L","M, V, L",53.655638888889,23.78144444
405809,д. Клюковичи,"V, L",,,53.675583333333,25.952805555556
405811,"г. Гродно, ул. Лиможа, 44",,"M, V, L","M, V, L",53.713472222222,23.84716667
405812,"г. Гродно, ул. Славинского, 2",,"M, V, L","M, V",53.643802777778,23.83836667
405813,"г. Гродно, м-н Погораны-Кошевники",,"M, V, L",,53.633861111111,23.90313889
405814,"г. Гродно, ул. Домбровского, 23а",,"M, V, L","M, V",53.702361111111,23.79913889
405815,"г. Гродно, ул. Гинтовта, м-н Зарица",,"M, V, L","M, V",53.7539,23.83872778
405816,д. Ивановцы,"V, L",,,53.509444444444,23.774861111111
405818,"г. Гродно, ул. Лиможа, 30",,"M, V, L","M, V, L",53.708405555556,23.84785833
405821,"г. Слоним, ул. Минский тракт, 4",,"M, V, L",,53.093194444444,25.35075
405823,д. Новая Руда,"V, L",,,53.819527777778,24.247888888889
405824,"г. Гродно, ул. Школьная, 16",,"M, V, L",,53.621813888889,23.84118056
405825,"г. Новогрудок, ул. Минская, 66",,"M, V, L",,53.598222222222,25.84047222
405827,д. Лабно-Огородники,"M, V, L",,,53.699555555556,23.653277777778
405828,д. Садовая,"V, L",,,53.580527777778,26.056583333333
405829,"г. Слоним, ул. Ершова, 52",,"M, V, L","M, V, L",53.081805555556,25.30816667
405833,"г. Волковыск, ул. Октябрьская, 55",,"M, V, L","M, V",53.142555555556,24.42480556
405838,"г.п. Свислочь ул. Красноармейская, 23",,"M, V, L","M, V",53.035694444444,24.10369444
405839,"г. Волковыск, ул. Жолудева, 24",,"M, V, L","M, V",53.157241666667,24.45138889
405840,"г. Лида, ул. 2-я Круповская, 1",,"M, V, L",,53.914194444444,25.24111111
405842,"аг. Погородно, ул. Журавлева","M, V, L",,,54.100361111111,25.138333333333
405844,д. Холечино,"V, L",,,53.664472222222,24.948333333333
405852,д. Заберезина,"V, L",,,53.712666666667,24.301666666667
405854,д. Сосновый Бор,"V, L",,,53.725583333333,24.424833333333
405862,"г. Дятлово ул. Советская, 3",,"M, V, L",,53.466416666667,25.40522222
405872,"г. Волковыск, ул. Боричевского, 9а/3",,"M, V, L","M, V",53.165883333333,24.43320278
405873,"г. Лида,ул. Куйбышева, 23а",,"M, V, L","M, V",53.891277777778,25.27783333
405874,"г. Лида, ул. Машерова, 10",,"M, V, L","M, V, L",53.872277777778,25.28141667
405876,аг. Больтишки,"V, L",,,53.934194444444,25.032861111111
405877,"г. Сморгонь, ул. Петра Балыша, 4а",,"M, V, L","M, V, L",54.480194444444,26.40197222
405879,аг. Полецкишки,"V, L",,,54.195416666667,25.186527777778
405882,д. Нача,"V, L",,,54.07675,24.835944444444
405887,"г. Сморгонь, ул. Юбилейная, 51а",,"M, V, L","M, V",54.476527777778,26.41963889
405888,"г. Волковыск, ул. Советская, 64",,"M, V, L","M, V",53.162944444444,24.47955556
405893,д. Андрушевцы,"V, L",,,53.661388888889,24.627277777778
405896,"г. Лида, ул. Тухачевского, 81а",,"M, V, L","M, V, L",53.896447959614,25.259783052957
405953,"г. Лида, ул. Коммунистическая",,"M, V, L","M, V",53.877944444444,25.27258333
405985,"г. Ошмяны, ул. Советская, 109",,"M, V, L",,54.425000027,25.939305708
406031,"г. Гродно, Я.Купалы, 87",,"M, V, L",,53.649930024,23.854743177
406095,"г. Гродно ул. Терешковой, 20 Б",,"M, V, L","M, V",53.696722222,23.843327778
406147,д. Барбаричи,"V, L",,,53.794472222222,23.897722222222
406182,"г. Гродно, ул. Тавлая-Малыщенская",,"M, V, L",,53.694679,23.857516
406223,"г. Гродно ул. Кстинская, 1",,"M, V, L",,53.643056,23.778027
406332,"г. Гродно, проспект Клецкова 98",,"M, V, L",,53.656254,23.855544
406337,"г. Гродно, район ул. Великая Ольшанка и ул. Отечественная",,"M, V, L",,53.622803055556,23.816696944444
410985,д. Белица,"M, V, L",,,53.6536,25.302183333333
410986,д. Белое,"V, L",,,53.807202777778,24.182030555556
410988,"г. Березовка, ул. Корзюка, 8 ","M, V, L",,,53.718877777778,25.506922222222
410992,аг. Большие Жуховичи,"M, V, L",,,53.419308333333,26.323086111111
410994,н.п. Большие Князиковцы,"M, V, L",,,53.957733333333,25.566533333333
410997,"н.п. Брузги, погранпереход","M, V, L",,,53.542861111111,23.694683333333
410999,д. Новосады,"V, L",,,53.441108333333,25.913027777778
411000,"аг. Василишки, ул. Лидская, У-29","M, V, L",,,53.783905555556,24.853625
411002,аг. Верейки,"M, V, L",,,53.251791666667,24.184191666667
411004,"н.п. Вертелишки, ул. Юбилейная, 1 ","M, V, L",,,53.699430555556,24.009772222222
411014,д. Ковали,"M, V, L",,,53.385658333333,24.399811111111
411015,н.п. Ворона,"M, V, L",,,54.763783333333,25.956252777778
411016,д. Вороничи,"V, L",,,53.151766666667,24.909291666667
411022,д. Геранены,"M, V, L",,,54.118644444444,25.560236111111
411025,н.п. Гневенщина,"M, V, L",,,53.598861111111,23.71625
411026,аг. Гнезно,"M, V, L",,,53.132216666667,24.352611111111
411027,н.п. Гожа,"M, V, L",,,53.819563888889,23.870463888889
411029,д. Громки,"M, V, L",,,53.8272,24.646591666667
411045,д. Каменка,"M, V, L",,,53.282775,23.955033333333
411046,аг. Каменный Лог,"M, V, L",,,54.539669444444,25.712027777778
411047,н.п. Каролино,"M, V, L",,,53.62365,23.7105
411048,д. Карпейчики,"M, V, L",,,53.499508333333,24.772713888889
